[2026-04-01T01:17:43.210Z] GET https://019c2e5b-2f20-7a1a-8266-2d41e0797564.mochausercontent.com/tutorzero-wordmark-dark.png → 200 (?ms, 32917B)
[2026-04-01T01:17:47.284Z] GET http://localhost:5174/settings → 200 (23ms, 2233B)
[2026-04-01T01:17:47.314Z] GET http://localhost:5174/@vite/client → 304 (3ms, ?B)
[2026-04-01T01:17:47.315Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@400;500;600;700;800&display=swap → 200 (?ms, 12535B)
[2026-04-01T01:17:47.315Z] GET http://localhost:5174/src/react-app/main.tsx → 304 (4ms, ?B)
[2026-04-01T01:17:47.317Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-04-01T01:17:47.320Z] GET http://localhost:5174/@react-refresh → 304 (7ms, ?B)
[2026-04-01T01:17:47.321Z] GET http://localhost:5174/node_modules/vite/dist/client/env.mjs → 304 (7ms, ?B)
[2026-04-01T01:17:47.321Z] GET http://localhost:5174/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=240bc27f → 200 (1ms, 23490B)
[2026-04-01T01:17:47.322Z] GET http://localhost:5174/node_modules/.vite/deps/react.js?v=240bc27f → 200 (2ms, 1024B)
[2026-04-01T01:17:47.324Z] GET http://localhost:5174/node_modules/.vite/deps/react-dom_client.js?v=240bc27f → 200 (?ms, 892994B)
[2026-04-01T01:17:47.324Z] GET http://localhost:5174/src/react-app/index.css → 304 (5ms, ?B)
[2026-04-01T01:17:47.324Z] GET http://localhost:5174/src/react-app/App.tsx → 304 (6ms, ?B)
[2026-04-01T01:17:47.325Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-FAXX4WQY.js?v=240bc27f → 200 (?ms, 53399B)
[2026-04-01T01:17:47.326Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-G3PMV62Z.js?v=240bc27f → 200 (?ms, 7968B)
[2026-04-01T01:17:47.326Z] GET http://localhost:5174/node_modules/.vite/deps/chunk-F4NCUFXK.js?v=240bc27f → 200 (?ms, 16214B)
[2026-04-01T01:17:47.330Z] GET http://localhost:5174/node_modules/.vite/deps/react-router.js?v=240bc27f → 200 (?ms, 447255B)
[2026-04-01T01:17:47.330Z] GET http://localhost:5174/src/react-app/lib/AuthProvider.tsx → 304 (3ms, ?B)
[2026-04-01T01:17:47.330Z] GET http://localhost:5174/src/react-app/pages/Landing.tsx → 304 (4ms, ?B)
[2026-04-01T01:17:47.331Z] GET http://localhost:5174/src/react-app/pages/Login.tsx → 304 (3ms, ?B)
[2026-04-01T01:17:47.331Z] GET http://localhost:5174/src/react-app/pages/AuthCallback.tsx → 304 (4ms, ?B)
[2026-04-01T01:17:47.331Z] GET http://localhost:5174/src/react-app/pages/DiagnosticIntro.tsx → 304 (4ms, ?B)
[2026-04-01T01:17:47.331Z] GET http://localhost:5174/src/react-app/pages/DiagnosticTest.tsx → 304 (4ms, ?B)
[2026-04-01T01:17:47.331Z] GET http://localhost:5174/src/react-app/pages/DiagnosticResults.tsx → 304 (21ms, ?B)
[2026-04-01T01:17:47.331Z] GET http://localhost:5174/src/react-app/pages/PracticeSetup.tsx → 304 (21ms, ?B)
[2026-04-01T01:17:47.332Z] GET http://localhost:5174/src/react-app/pages/Practice.tsx → 304 (20ms, ?B)
[2026-04-01T01:17:47.332Z] GET http://localhost:5174/src/react-app/pages/PracticeSummary.tsx → 304 (21ms, ?B)
[2026-04-01T01:17:47.332Z] GET http://localhost:5174/src/react-app/pages/Dashboard.tsx → 304 (21ms, ?B)
[2026-04-01T01:17:47.332Z] GET http://localhost:5174/src/react-app/pages/Welcome.tsx → 304 (21ms, ?B)
[2026-04-01T01:17:47.332Z] GET http://localhost:5174/src/react-app/pages/Onboarding.tsx → 304 (21ms, ?B)
[2026-04-01T01:17:47.332Z] GET http://localhost:5174/src/react-app/pages/Settings.tsx → 304 (22ms, ?B)
[2026-04-01T01:17:47.333Z] GET http://localhost:5174/src/react-app/pages/AITutor.tsx → 304 (21ms, ?B)
[2026-04-01T01:17:47.333Z] GET http://localhost:5174/src/react-app/pages/Progress.tsx → 304 (20ms, ?B)
[2026-04-01T01:17:47.333Z] GET http://localhost:5174/src/react-app/pages/StudyPlan.tsx → 304 (21ms, ?B)
[2026-04-01T01:17:47.333Z] GET http://localhost:5174/src/react-app/pages/Pricing.tsx → 304 (21ms, ?B)
[2026-04-01T01:17:47.333Z] GET http://localhost:5174/src/react-app/lib/supabase.ts → 304 (21ms, ?B)
[2026-04-01T01:17:47.334Z] GET http://localhost:5174/src/react-app/components/ui/button.tsx → 304 (26ms, ?B)
[2026-04-01T01:17:47.334Z] GET http://localhost:5174/node_modules/.vite/deps/lucide-react.js?v=240bc27f → 200 (?ms, 894771B)
[2026-04-01T01:17:47.335Z] GET http://localhost:5174/src/react-app/components/Logo.tsx → 304 (25ms, ?B)
[2026-04-01T01:17:47.335Z] GET http://localhost:5174/src/data/questions.ts → 304 (25ms, ?B)
[2026-04-01T01:17:47.335Z] GET http://localhost:5174/src/react-app/lib/utils.ts → 304 (25ms, ?B)
[2026-04-01T01:17:47.368Z] GET http://localhost:5174/src/react-app/hooks/useStudentProgress.ts → 304 (3ms, ?B)
[2026-04-01T01:17:47.368Z] GET http://localhost:5174/src/react-app/components/question/QuestionCard.tsx → 304 (3ms, ?B)
[2026-04-01T01:17:47.368Z] GET http://localhost:5174/src/react-app/components/feedback/FeedbackCard.tsx → 304 (3ms, ?B)
[2026-04-01T01:17:47.368Z] GET http://localhost:5174/src/react-app/components/layout/AppLayout.tsx → 304 (3ms, ?B)
[2026-04-01T01:17:47.368Z] GET http://localhost:5174/src/react-app/lib/pdfExport.ts → 304 (4ms, ?B)
[2026-04-01T01:17:47.368Z] GET http://localhost:5174/src/react-app/components/ui/input.tsx → 304 (6ms, ?B)
[2026-04-01T01:17:47.369Z] GET http://localhost:5174/node_modules/.vite/deps/@supabase_supabase-js.js?v=240bc27f → 200 (?ms, 531317B)
[2026-04-01T01:17:47.369Z] GET http://localhost:5174/node_modules/.vite/deps/class-variance-authority.js?v=240bc27f → 200 (?ms, 2345B)
